family	pool_count	xpool_count	near_miss_share	primary_file	lane	score	examples
Effect:choose::{M}: choose another player. that player gains control	1	1	1.00	parser/oracle_effect/imperative.rs	L02	2.2	Discerning Financier
Effect:choose::choose permanent with mana value N or greater	1	1	1.00	parser/oracle_effect/imperative.rs	L02	2.2	The Legend of Yangchen
Effect:choose::choose a nonlegendary creature that saddled it this	1	1	1.00	parser/oracle_effect/imperative.rs	L02	2.2	Calamity, Galloping Inferno
Effect:choose::choose a creature card from among them	1	1	1.00	parser/oracle_effect/imperative.rs	L02	2.2	Kaya, Spirits' Justice
Effect:become::become that color	1	1	1.00	parser/oracle_effect/imperative.rs	L02	2.2	Foraging Wickermaw
Effect:at::at the beginning of the end step on	1	1	1.00	parser/oracle_util.rs	L17	2.2	Kav Landseeker
Effect:add::add {M}, {M}, {M}, {M}, and {M}	1	1	1.00	parser/oracle_effect/imperative.rs	L02	2.2	Esper Terra
Effect:Unsupported unless clause::discard a card unless you waterbend {M}	1	1	1.00	parser/oracle_effect/mod.rs	L03	2.2	Waterbending Lesson
Effect:Unsupported unless clause::discard a card unless a permanent entered the	1	1	1.00	parser/oracle_effect/mod.rs	L03	2.2	Oblivious Bookworm
Effect:Unsupported unless clause::destroy target permanent unless its controller has ~	1	1	1.00	parser/oracle_effect/mod.rs	L03	2.2	Combustion Man
Cost:choose a creature you control or a warped creature card you own in exile::choose a creature you control or a warped	1	1	1.00	parser/oracle_casting.rs	L20	2.2	Close Encounter
Trigger:When the last time counter is removed from this card while it's exiled::when the last time counter is removed from	2	0	0.50	parser/oracle_trigger.rs	L10	2.0	Riftmarked Knight; Veiling Oddity
Effect:excess::excess damage is dealt to that creature's controller	4	0	0.00	parser/oracle_effect/	L11	2.0	Flame Spill; Gandalf's Sanction; Pigment Storm; Ram Through
Effect:damage::damage that would reduce your life total to	2	0	0.50	parser/oracle_effect/lower.rs	L27	2.0	Angel of Grace; Angel's Grace
Trigger:whenever a mana ability of ~ resolves::whenever a mana ability of ~ resolves, put	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Tyvar the Bellicose
Trigger:Whenever ~::whenever ~, you may create a token that's	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Calix, Guided by Fate
Trigger:Whenever ~::whenever ~, you may cast a creature spell	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Dragon-Kami's Egg
Trigger:Whenever ~::whenever ~, exile the top card of your	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Syr Carah, the Bold
Trigger:Whenever ~'s cumulative upkeep is paid::whenever ~'s cumulative upkeep is paid, it gets	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Balduvian Fallen
Trigger:Whenever ~ trains::whenever ~ trains, exile up to N other	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Savior of Ollenbock
Trigger:Whenever ~ enlists a creature::whenever ~ enlists a creature, scry N	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Guardian of New Benalia
Trigger:Whenever you::whenever you, counter that spell or ability unless	1	0	1.00	parser/oracle_effect/mod.rs	L03	1.5	Unsettled Mariner
Trigger:Whenever you play a card with the same name as one of the exiled cards::whenever you play a card with the same	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Search the City
Trigger:Whenever you pay ~'s cumulative upkeep::whenever you pay ~'s cumulative upkeep, you may	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Hibernation's End
Trigger:Whenever you pay life::whenever you pay life, put that many blood	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Font of Agonies
Trigger:Whenever you foretell a card::whenever you foretell a card, ~ gets +N/+N	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Dream Devourer
Trigger:Whenever you draw your first card during each of your draw steps::whenever you draw your first card during each	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Wiretapping
Trigger:Whenever you clash and win::whenever you clash and win, you may draw	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Sylvan Echoes
Trigger:Whenever you choose to put one or more cards on the bottom of your library while scrying::whenever you choose to put N or more	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	The Temporal Anchor
Trigger:Whenever you choose a creature as your Ring-bearer::whenever you choose a creature as your ring-bearer,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Call of the Ring
Trigger:Whenever you become the target of a spell::whenever you become the target of a spell,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Dormant Gomazoa
Trigger:Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls::whenever you and/or at least N permanent you	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Leyline of Combustion
Trigger:Whenever you activate an eternalize or embalm ability::whenever you activate an eternalize or embalm ability,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Vizier of the Anointed
Trigger:Whenever you activate an ability of a Sarkhan planeswalker::whenever you activate an ability of a sarkhan	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Sarkhan's Whelp
Trigger:Whenever the first noncreature spell of a turn is cast::whenever the first noncreature spell of a turn	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Nullstone Gargoyle
Trigger:Whenever the final chapter ability of a Saga you control resolves::whenever the final chapter ability of a saga	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Tom Bombadil
Trigger:Whenever one or more loyalty counters are removed from ~::whenever N or more loyalty counters are removed	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Chandra, Fire Artisan
Trigger:Whenever one or more creatures block::whenever N or more creatures block, flip a	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Tide of War
Trigger:Whenever one or more creature cards are put into graveyards from anywhere::whenever N or more creature cards are put	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Dennick, Pious Apparition
Trigger:Whenever one or more cards are put into exile during your turn::whenever N or more cards are put into	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Stonebinder's Familiar
Trigger:Whenever fortified land becomes tapped::whenever fortified land becomes tapped, target creature gets	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Darksteel Garrison
Trigger:Whenever combat damage is dealt to you or a planeswalker you control::whenever combat damage is dealt to you or	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Vengeful Pharaoh
Trigger:Whenever another creature you control named Gladewalker Ritualist enters::whenever another creature you control named ~ enters,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Gladewalker Ritualist
Trigger:Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos::whenever another creature becomes the target of an	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Skophos Maze-Warden
Trigger:Whenever an opponent is dealt 3 or more damage by a single source::whenever an opponent is dealt N or more	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Pain Magnification
Trigger:Whenever an opponent activates an ability of an artifact, creature::whenever an opponent activates an ability of an	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Immolation Shaman
Trigger:Whenever an opponent activates an ability of an artifact, creature, or land on the battlefield::whenever an opponent activates an ability of an	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Harsh Mentor
Trigger:Whenever an Aura you control becomes attached to a creature you control::whenever an aura you control becomes attached to	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Siona, Captain of the Pyleas
Trigger:Whenever a white instant or sorcery spell causes you to gain life::whenever a white instant or sorcery spell causes	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Firesong and Sunspeaker
Trigger:Whenever a spell or ability causes a player to shuffle their library::whenever a spell or ability causes a player	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Psychogenic Probe
Trigger:Whenever a spell or ability an opponent controls causes a land to be put into your graveyard from the battlefield::whenever a spell or ability an opponent controls	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Sacred Ground
Trigger:Whenever a source you control other than ~ deals damage to an opponent::whenever a source you control other than ~	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Talon of Pain
Trigger:Whenever a source of the chosen color deals damage to you::whenever a source of the chosen color deals	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Circle of Affliction
Trigger:Whenever a permanent owned by another player is put into a graveyard from the battlefield::whenever a permanent owned by another player is	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Kothophed, Soul Hoarder
Trigger:Whenever a land's ability causes you to add one or more mana of the chosen color::whenever a land's ability causes you to add	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Caged Sun
Trigger:Whenever a land with the same name as the exiled card is tapped for mana::whenever a land with the same name as	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Extraplanar Lens
Trigger:Whenever a land an opponent controls with the same name as the exiled card enters::whenever a land an opponent controls with the	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Invader Parasite
Trigger:Whenever a creature you control with power equal to its toughness enters::whenever a creature you control with power equal	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Symmetry Matrix
Trigger:Whenever a creature you control with power equal to its toughness attacks::whenever a creature you control with power equal	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Master Symmetrist
Trigger:Whenever a creature you control with a legendary Equipment attached to it deals combat damage to a player::whenever a creature you control with a legendary	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Kassandra, Eagle Bearer
Trigger:Whenever a creature with flying dealt damage by ~ this turn dies::whenever a creature with flying dealt damage by	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Trophy Hunter
Trigger:Whenever a creature card leaves an opponent's graveyard::whenever a creature card leaves an opponent's graveyard,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Erebos's Titan
Trigger:Whenever a creature blocking ~ dies::whenever a creature blocking ~ dies, that creature's	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Baneclaw Marauder
Trigger:When ~'s echo cost is paid::when ~'s echo cost is paid, each opponent	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Shah of Naar Isle
Trigger:When ~ has flying::when ~ has flying, flip it	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Student of Elements
Trigger:When you sacrifice ~ while casting a spell with emerge::when you sacrifice ~ while casting a spell	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Foul Emissary
Trigger:When you roll a natural 20::when you roll a natural N, return this	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Critical Hit
Trigger:When you play a card exiled with ~::when you play a card exiled with ~,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Voltaic Visionary
Trigger:When you next cast an instant spell::when you next cast an instant spell, cast	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Repeated Reverberation
Trigger:When you have 30 or more life::when you have N or more life, flip	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Rune-Tail, Kitsune Ascendant
Trigger:When you control seven or more Thrulls::when you control N or more thrulls, sacrifice	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Endrek Sahr, Master Breeder
Trigger:When you control no permanents of the chosen color::when you control no permanents of the chosen	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Lurebound Scarecrow
Trigger:When there are no creatures on the battlefield::when there are no creatures on the battlefield,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Porphyry Nodes
Trigger:When there are no cards in your graveyard::when there are no cards in your graveyard,	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Immortal Coil
Trigger:When there are nine or more incarnation counters on ~::when there are N or more incarnation counters	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Nine Lives
Trigger:When the chosen player draws a card with the chosen name::when the chosen player draws a card with	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Booby Trap
Trigger:When target creature dies this turn::when target creature dies this turn, return that	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Graceful Reprieve
Trigger:When a player other than ~'s owner controls it::when a player other than ~'s owner controls	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Bronze Bombshell
Trigger:When a Faerie is championed with ~::when a faerie is championed with ~, tap	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Mistbind Clique
Trigger:When Garruk has two or fewer loyalty counters on him::when garruk has N or fewer loyalty counters	1	0	1.00	parser/oracle_trigger.rs	L10	1.5	Garruk Relentless
Swallow:Replacement_Instead::your library instead	1	0	1.00	parser/oracle_effect/	L11	1.5	Nephalia Academy
Swallow:Optional_YouMay::{M}, sacrifice this artifact: roll a d20. /	1	0	1.00	parser/oracle_effect/	L11	1.5	Treasure Chest
Swallow:Optional_YouMay::your turn, you may choose N. each mode	1	0	1.00	parser/oracle_effect/	L11	1.5	Shadrix Silverquill
Swallow:Optional_YouMay::your library. you may put those cards on	1	0	1.00	parser/oracle_effect/	L11	1.5	Petals of Insight
Swallow:Optional_YouMay::your library. you may put a creature card	1	0	1.00	parser/oracle_effect/	L11	1.5	Turntimber Symbiosis
Swallow:Optional_YouMay::your library. you may play it this turn.	1	0	1.00	parser/oracle_effect/	L11	1.5	Chaos Channeler
Swallow:Optional_YouMay::you may cast up to N instant and/or	1	0	1.00	parser/oracle_effect/	L11	1.5	Invoke Calamity
Swallow:Optional_YouMay::whenever ~ attacks, choose target creature you control,	1	0	1.00	parser/oracle_effect/	L11	1.5	Delina, Wild Mage
Swallow:Optional_YouMay::this turn. you may look at each face-down	1	0	1.00	parser/oracle_effect/	L11	1.5	Revealing Wind
Swallow:Optional_YouMay::that card. you may cast the	1	0	1.00	parser/oracle_effect/	L11	1.5	Wizard's Spellbook
Swallow:Optional_YouMay::main phase, you may add an amount of	1	0	1.00	parser/oracle_effect/	L11	1.5	Scattering Stroke
Swallow:Optional_YouMay::legendary spells you cast cost {M} less to	1	0	1.00	parser/oracle_effect/	L11	1.5	Kethis, the Hidden Hand
Swallow:Optional_YouMay::learn. (you may reveal a lesson card you	1	0	1.00	parser/oracle_effect/	L11	1.5	Retriever Phoenix
Swallow:Optional_YouMay::forestwalk / as an additional cost to cast	1	0	1.00	parser/oracle_effect/	L11	1.5	Chorus of the Conclave
Swallow:Optional_YouMay::creature enters, you may sacrifice any number of	1	0	1.00	parser/oracle_effect/	L11	1.5	Devouring Hellion
Swallow:Optional_YouMay::creature enters, you may return a nonland permanent	1	0	1.00	parser/oracle_effect/	L11	1.5	Rescuer Sphinx
Swallow:Optional_YouMay::creature enters, you may put N cards your	1	0	1.00	parser/oracle_effect/	L11	1.5	Ulamog's Despoiler
Swallow:Optional_YouMay::card type, you may put a card	1	0	1.00	parser/oracle_effect/	L11	1.5	Atraxa, Grand Unifier
Swallow:Optional_YouMay::blue permanent, you may cast this spell as	1	0	1.00	parser/oracle_effect/	L11	1.5	Hungering Yeti
Swallow:Optional_YouMay::at the beginning of your end step, if	1	0	1.00	parser/oracle_effect/	L11	1.5	Hurkyl, Master Wizard
Swallow:Optional_YouMay::[+N]: tap target permanent. it doesn't untap during	1	0	1.00	parser/oracle_effect/	L11	1.5	Tamiyo, the Moon Sage
Swallow:Optional_YouMay::N—N | you may put	1	0	1.00	parser/oracle_effect/	L11	1.5	Aberrant Mind Sorcerer
Swallow:Modal_DynamicMaxDropped::more times, choose up to that many —	1	0	1.00	parser/oracle_effect/sequence.rs	L26	1.5	Tranquil Frillback
Swallow:DynamicQty::your library. for each card type, you may	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Atraxa, Grand Unifier
Swallow:DynamicQty::whenever you cast a spell, add {M}. until	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Birgi, God of Storytelling
Swallow:DynamicQty::when ~ enters, amass orcs N. when you	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Grishnákh, Brash Instigator
Swallow:DynamicQty::when this creature enters, create N N/N colorless	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Precursor Golem
Swallow:DynamicQty::value is equal to the amount of unspent	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Glissa Sunseeker
Swallow:DynamicQty::total becomes equal to your starting life total	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Exquisite Archangel
Swallow:DynamicQty::this spell for each creature sacrificed	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Plumb the Forbidden
Swallow:DynamicQty::this spell can't be countered. / draw N	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Commence the Endgame
Swallow:DynamicQty::this creature can't block. / other zombie creatures	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Risen Executioner
Swallow:DynamicQty::the spell for each other creature that s	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Ink-Treader Nephilim
Swallow:DynamicQty::that spell for each other creature you control	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Zada, Hedron Grinder
Swallow:DynamicQty::that spell for each other cre	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Mirrorwing Dragon
Swallow:DynamicQty::than or equal to the number of colors	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Exert Influence
Swallow:DynamicQty::than or equal to the number of cards	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Drown in the Loch
Swallow:DynamicQty::search your library for a snow permanent card,	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Search for Glory
Swallow:DynamicQty::search your library for a basic land card,	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Emergent Sequence
Swallow:DynamicQty::sacrifice this creature: destroy target nonblack creature. /	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Garza's Assassin
Swallow:DynamicQty::reach, trample / domain — {M}: return this	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Llanowar Greenwidow
Swallow:DynamicQty::prototype {M} — N/N / you may h	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Hulking Metamorph
Swallow:DynamicQty::prototype {M} — N/N / when this	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Woodcaller Automaton
Swallow:DynamicQty::prototype {M} — N/N / menace, l	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Phyrexian Fleshgorger
Swallow:DynamicQty::player investigates for each	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Declaration in Stone
Swallow:DynamicQty::on it equal to the greatest number of	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Investigator's Journal
Swallow:DynamicQty::of turn for each creature it'	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Guardian of the Gateless
Swallow:DynamicQty::of cards equal to the sacrificed creature's	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Tormented Thoughts
Swallow:DynamicQty::mutate {M} (if you cast this spell for	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Auspicious Starrix
Swallow:DynamicQty::multikicker {M} / counter target spell unless its	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Spell Contortion
Swallow:DynamicQty::mana value equal to the chosen number can't	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Sanctum Prelate
Swallow:DynamicQty::mana value equal to that number. then target	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Void
Swallow:DynamicQty::land produced for each other land you control	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Sasaya's Essence
Swallow:DynamicQty::gets -N/-N for each card in the chosen	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Nyxathid
Swallow:DynamicQty::gets +N/+N for each transformed permanent you control	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Mutagen Connoisseur
Swallow:DynamicQty::gets +N/+N for each time it has attacked	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Moraug, Fury of Akoum
Swallow:DynamicQty::gets +N/+N for each l	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Strata Scythe
Swallow:DynamicQty::gets +N/+N for each card you've drawn this	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Fists of Flame
Swallow:DynamicQty::fumiko has bushido N, where N is the	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Fumiko the Lowblood
Swallow:DynamicQty::flying / when this creature enters, target player	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Thieving Sprite
Swallow:DynamicQty::flying / infect / wheneve	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Whispering Specter
Swallow:DynamicQty::exile the top N cards of your library.	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Glimpse the Impossible
Swallow:DynamicQty::evolve (whenever a creature you control enters, if	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Simic Manipulator
Swallow:DynamicQty::each player chooses a nonland permanent they control.	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Consuming Tide
Swallow:DynamicQty::devour N / when this crea	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Skullmulcher
Swallow:DynamicQty::deals damage equal to its power to each	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Widespread Brutality
Swallow:DynamicQty::creature tokens. for each of them, put your	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Invoke the Ancients
Swallow:DynamicQty::creature token for each white mana symbol in	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Springjack Shepherd
Swallow:DynamicQty::choose a card name. reveal cards from the	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Spoils of the Vault
Swallow:DynamicQty::bushido N / you may pay {M} rather	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Kentaro, the Smiling Cat
Swallow:DynamicQty::bushido N / each other samurai creature you	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Takeno, Samurai General
Swallow:DynamicQty::at the beginning of your upkeep, put a	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Descent into Madness
Swallow:DynamicQty::additional {M} for each card named ~ in	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Rune Snag
Swallow:DynamicQty::a flip. for each flip you won, create	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Mirror March
Swallow:DynamicQty::a coin for each creature that isn't a	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Rakdos, the Showstopper
Swallow:DynamicQty::[+N]: tap target permanent, then untap another target	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Ral Zarek
Swallow:DynamicQty::[+N]: creatures you control get +N/+N and gain	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Arlinn, Embraced by the Moon
Swallow:DynamicQty::N life for each o	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Tablet of the Guilds
Swallow:DynamicQty::N life for each green mana symbol in	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Phosphorescent Feast
Swallow:DynamicQty::N life for each card fewer than N	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Stabwhisker the Odious
Swallow:DynamicQty::N coins. for each flip you win, create	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Goblin Traprunner
Swallow:DynamicQty::N cards. for each player, choose a creature	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Breach the Multiverse
Swallow:DynamicQty::/ i — create a N/N white human	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Battle for Bretagard
Swallow:DynamicQty::/ destroy target creature. if its controller has	1	0	1.00	parser/oracle_quantity.rs	L06	1.5	Isildur's Fateful Strike
Swallow:Duration_UntilEndOfTurn::gets -N/-N until end of turn if that	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Skulking Killer
Swallow:Duration_UntilEndOfTurn::gets +N/+N until end of turn."	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Dragon Egg
Swallow:Duration_UntilEndOfTurn::gets +N/+N until end of turn be	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Savage Punch
Swallow:Duration_ThisTurn::whenever you cast a red spell, untap ~.	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Chandra, Fire of Kaladesh
Swallow:Duration_ThisTurn::when this enchantment enters, draw a card. /	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Confounding Conundrum
Swallow:Duration_ThisTurn::trample / whenever you cast an enchantment spell,	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Kami of Transience
Swallow:Duration_ThisTurn::trample / whenever this creature deals damage, put	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Vessel of the All-Consuming
Swallow:Duration_ThisTurn::trample / this creature enters with N +N/+N	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Botanical Brawler
Swallow:Duration_ThisTurn::to it this turn, this creature deals N	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Burning-Eye Zubera
Swallow:Duration_ThisTurn::to it this turn, draw N cards	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Rushing-Tide Zubera
Swallow:Duration_ThisTurn::this creature this turn loses N life	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Wicked Akuba
Swallow:Duration_ThisTurn::red spell this turn	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Hotheaded Giant
Swallow:Duration_ThisTurn::more creatures this turn, you may pay {M}	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Inferno Trap
Swallow:Duration_ThisTurn::devoid / target creature you control fights target	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Unnatural Aggression
Swallow:Duration_ThisTurn::dealt damage this turn. / draw a card	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Needle Drop
Swallow:Duration_ThisTurn::dealt damage this turn to its owner's hand	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Restore the Peace
Swallow:Duration_ThisTurn::crewed it this turn to its owner's hand.	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Getaway Car
Swallow:Duration_ThisTurn::creature spell this turn, create a N/N green	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Predatory Advantage
Swallow:Duration_ThisTurn::convoke (your creatures can help cast this spell.	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Cut Short
Swallow:Duration_ThisTurn::black spell this turn, look at the top	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Sandstalker Moloch
Swallow:Duration_ThisTurn::been exerted this turn, you may exert it	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Combat Celebrant
Swallow:Duration_ThisTurn::a spell this turn with the same name	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Grim Reminder
Swallow:Duration_ThisTurn::a creature this turn, sac	1	0	1.00	parser/oracle_nom/duration.rs	L16	1.5	Thirsting Axe
Swallow:Condition_Unless::on it unless you've cast another red spell	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Hotheaded Giant
Swallow:Condition_Unless::on it unless N or more colors of	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Steel Exemplar
Swallow:Condition_If::~ can't be blocked. / whenever ~ deals	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Etrata, the Silencer
Swallow:Condition_If::~ attacks, if you attacked with creatures with	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Targ Nar, Demon-Fang Gnoll
Swallow:Condition_If::~ attacks, if an assassin crewed	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Adrestia
Swallow:Condition_If::{M}, {M}: if this creature is on the	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Durkwood Tracker
Swallow:Condition_If::your library. if that card has the chosen	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Diviner's Lockbox
Swallow:Condition_If::your library. if it's a snow card, you	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Frost Augur
Swallow:Condition_If::your hand. if you return a nonland card	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Vengeful Rebirth
Swallow:Condition_If::your hand. if you do or if you	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Dragon's Disciple
Swallow:Condition_If::your hand. if they don't, put those cards	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Covenant of Minds
Swallow:Condition_If::your hand. if that card has the chosen	1	0	1.00	parser/oracle_nom/condition.rs	L04	1.5	Magus of the Scroll
