Worldheart Phoenix	1	Swallow:Condition_If	Flying / You may cast this card from your graveyard by paying {W}{U}{B}{R}{G} rather than paying its mana cost. If you do, it enters with two +1/+1 counters on it.
Narset's Reversal	1	Effect:orphaned_copy_retarget	Copy target instant or sorcery spell, then return it to its owner's hand. You may choose new targets for the copy.
Mesmeric Sliver	1	Effect:fateseal	All Slivers have "When this permanent enters, you may fateseal 1." (To fateseal 1, its controller looks at the top card of an opponent's library, then they may put that card on the bottom of that library.)
Town Greeter	1	Swallow:Condition_If	When this creature enters, mill four cards. You may put a land card from among them into your hand. If you put a Town card into your hand this way, you gain 2 life. (To mill four cards, a player puts the top four cards of their library into their graveyard.)
Clay Champion	1	Effect:for	This creature enters with three +1/+1 counters on it for each {G}{G} spent to cast it. / When this creature enters, choose up to two other target creatures you control. For each {W}{W} spent to cast this creature, put a +1/+1 counter on each of them.
Subterranean Schooner	1	Swallow:Duration_ThisTurn	Whenever this Vehicle attacks, target creature that crewed it this turn explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on that creature, then put the card back or put it into your graveyard.) / Crew 1
Altar of the Pantheon	2	Effect:a;Effect:unknown	Your devotion to each color and each combination of colors is increased by one. / {T}: Add one mana of any color. If you control a God, a Demigod, or a legendary enchantment, you gain 1 life.
Arbiter of the Ideal	1	Effect:creature,	Flying / Inspired — Whenever this creature becomes untapped, reveal the top card of your library. If it's an artifact, creature, or land card, you may put it onto the battlefield with a manifestation counter on it. That permanent is an enchantment in addition to its other types.
Precursor Golem	1	Swallow:DynamicQty	When this creature enters, create two 3/3 colorless Golem artifact creature tokens. / Whenever a player casts an instant or sorcery spell that targets only a single Golem, that player copies that spell for each other Golem that spell could target. Each copy targets a different one of those Golems.
Adrestia	1	Swallow:Condition_If	Islandwalk (This creature can't be blocked as long as defending player controls an Island.) / Whenever Adrestia attacks, if an Assassin crewed it this turn, draw a card. Adrestia becomes an Assassin in addition to its other types until end of turn. / Crew 1
Dennick, Pious Apparition	1	Trigger:Whenever one or more creature cards are put into graveyards from anywhere	Flying / Whenever one or more creature cards are put into graveyards from anywhere, investigate. This ability triggers only once each turn. (Create a Clue token. It's an artifact with "{2}, Sacrifice this token: Draw a card.") / If Dennick would be put into a graveyard from anywhere, exile it instead.
Shirei, Shizo's Caretaker	1	Swallow:Condition_If	Whenever a creature with power 1 or less is put into your graveyard from the battlefield, you may return that card to the battlefield at the beginning of the next end step if Shirei is still on the battlefield.
Guile	1	Effect:replacement_structure	This creature can't be blocked except by three or more creatures. / If a spell or ability you control would counter a spell, instead exile that spell and you may play that card without paying its mana cost. / When Guile is put into a graveyard from anywhere, shuffle it into its owner's library.
Sphere of Annihilation	1	Effect:all	This artifact enters with X void counters on it. / At the beginning of your upkeep, exile this artifact, all creatures and planeswalkers with mana value less than or equal to the number of void counters on it, and all creature and planeswalker cards in graveyards with mana value less than or equal to the number of void counters on it.
Evolved Spinoderm	0		This creature enters with four oil counters on it. / This creature has trample as long as it has two or fewer oil counters on it. Otherwise, it has hexproof. / At the beginning of your upkeep, remove an oil counter from this creature. Then if it has no oil counters on it, sacrifice it.
Sonic Shrieker	1	Swallow:Condition_If	Flying / When this creature enters, it deals 2 damage to any target and you gain 2 life. If a player is dealt damage this way, they discard a card.
Aurelia's Fury	1	Effect:players	Aurelia's Fury deals X damage divided as you choose among any number of targets. Tap each creature dealt damage this way. Players dealt damage this way can't cast noncreature spells this turn.
Enduring Angel	1	Effect:replacement_structure	Flying, double strike / You have hexproof. / If your life total would be reduced to 0 or less, instead transform this creature and your life total becomes 3. Then if this creature didn't transform this way, you lose the game.
Realmwright	1	Effect:static_structure	As this creature enters, choose a basic land type. / Lands you control are the chosen type in addition to their other types.
Coiling Rebirth	1	Swallow:Condition_If	Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.) / Return target creature card from your graveyard to the battlefield. Then if the gift was promised and that creature isn't legendary, create a token that's a copy of that creature, except it's 1/1.
Bonepicker Skirge	0		Flying / Corrupted — As long as an opponent has three or more poison counters, this creature has deathtouch and lifelink.
Fractalize	1	Swallow:DynamicQty	Until end of turn, target creature becomes a green and blue Fractal with base power and toughness each equal to X plus 1. (It loses all other colors and creature types.)
Shadow of the Second Sun	1	Effect:there	Enchant player / At the beginning of each of enchanted player's postcombat main phases, there is an additional beginning phase after this phase. (The end step happens after the added untap, upkeep, and draw steps.)
Mirrormind Crown	1	Swallow:Optional_YouMay	As long as this Equipment is attached to a creature, the first time you would create one or more tokens each turn, you may instead create that many tokens that are copies of equipped creature. / Equip {2}
Frodo Baggins	0		Whenever Frodo Baggins or another legendary creature you control enters, the Ring tempts you. / As long as Frodo Baggins is your Ring-bearer, it must be blocked if able.
Perilous Predicament	1	Effect:a	Each opponent sacrifices an artifact creature and a nonartifact creature of their choice.
Vendilion Clique	1	Effect:reveal	Flash / Flying / When Vendilion Clique enters, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of their library, then draws a card.
Neheb, the Eternal	1	Effect:add	Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.) / At the beginning of each of your postcombat main phases, add {R} for each 1 life your opponents have lost this turn.
Kozilek's Unsealing	1	Effect:5,	Devoid (This card has no color.) / Whenever you cast a creature spell with mana value 4, 5, or 6, create two 0/1 colorless Eldrazi Spawn creature tokens with "Sacrifice this token: Add {C}." / Whenever you cast a creature spell with mana value 7 or greater, draw three cards.
Skullmulcher	1	Swallow:DynamicQty	Devour 1 (As this creature enters, you may sacrifice any number of creatures. It enters with that many +1/+1 counters on it.) / When this creature enters, draw a card for each creature it devoured.
Triskaidekaphobia	1	Effect:with	At the beginning of your upkeep, choose one — / • Each player with exactly 13 life loses the game, then each player gains 1 life. / • Each player with exactly 13 life loses the game, then each player loses 1 life.
Conspiracy	1	Effect:unknown	As this enchantment enters, choose a creature type. / Creatures you control are the chosen type. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.
Surrak, Elusive Hunter	1	Trigger:Whenever a creature you control	This spell can't be countered. / Trample / Whenever a creature you control or a creature spell you control becomes the target of a spell or ability an opponent controls, draw a card.
Riftmarked Knight	1	Trigger:When the last time counter is removed from this card while it's exiled	Protection from black; flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.) / Suspend 3—{1}{W}{W} / When the last time counter is removed from this card while it's exiled, create a 2/2 black Knight creature token with flanking, protection from white, and haste.
Foul Emissary	1	Trigger:When you sacrifice ~ while casting a spell with emerge	When this creature enters, look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order. / When you sacrifice this creature while casting a spell with emerge, create a 3/2 colorless Eldrazi Horror creature token.
Ojer Axonil, Deepest Might	1	Swallow:DynamicQty	Trample / If a red source you control would deal an amount of noncombat damage less than Ojer Axonil's power to an opponent, that source deals damage equal to Ojer Axonil's power instead. / When Ojer Axonil dies, return it to the battlefield tapped and transformed under its owner's control.
Gideon, Battle-Forged	1	Effect:attack	[+2]: Up to one target creature an opponent controls attacks Gideon during its controller's next turn if able. / [+1]: Until your next turn, target creature gains indestructible. Untap that creature. / [0]: Until end of turn, Gideon becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.
Moratorium Stone	1	Effect:all	{2}, {T}: Exile target card from a graveyard. / {2}{W}{B}, {T}, Sacrifice this artifact: Exile target nonland card from a graveyard, all other cards from graveyards with the same name as that card, and all permanents with that name.
Combine Guildmage	2	Effect:each;Effect:this	{1}{G}, {T}: This turn, each creature you control enters with an additional +1/+1 counter on it. / {1}{U}, {T}: Move a +1/+1 counter from target creature you control onto another target creature you control.
Caravan Escort	0		Level up {2} ({2}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 1-4 / 2/2 / LEVEL 5+ / 5/5 / First strike
Lethal Exploit	1	Effect:get	Target creature gets -2/-2 until end of turn. It gets an additional -1/-1 until end of turn for each modified creature you controlled as you cast this spell. (Equipment, Auras you control, and counters are modifications.)
Tide of War	1	Trigger:Whenever one or more creatures block	Whenever one or more creatures block, flip a coin. If you win the flip, each blocking creature is sacrificed by its controller. If you lose the flip, each blocked creature is sacrificed by its controller.
Unsettled Mariner	1	Trigger:Whenever you	Changeling (This card is every creature type.) / Whenever you or a permanent you control becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {1}.
Faramir, Prince of Ithilien	2	Effect:at;Effect:otherwise	At the beginning of your end step, choose an opponent. At the beginning of that player's next end step, you draw a card if they didn't attack you that turn. Otherwise, create three 1/1 white Human Soldier creature tokens.
Kasmina, Enigma Sage	1	Effect:static_structure	Each other planeswalker you control has the loyalty abilities of Kasmina. / [+2]: Scry 1. / [−X]: Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it. / [−8]: Search your library for an instant or sorcery card that shares a color with this planeswalker, exile that card, then shuffle. You may cast that card without paying its mana cost.
Flash Conscription	1	Effect:the	Untap target creature and gain control of it until end of turn. That creature gains haste until end of turn. If {W} was spent to cast this spell, the creature gains "Whenever this creature deals combat damage, you gain that much life" until end of turn.
Ixidron	1	Effect:unknown	As this creature enters, turn all other nontoken creatures face down. (They're 2/2 creatures.) / Ixidron's power and toughness are each equal to the number of face-down creatures on the battlefield.
Oblivious Bookworm	1	Effect:Unsupported unless clause	At the beginning of your end step, you may draw a card. If you do, discard a card unless a permanent entered the battlefield face down under your control this turn or you turned a permanent face up this turn.
Spectral Adversary	1	Effect:when	Flash / Flying / When this creature enters, you may pay {1}{U} any number of times. When you pay this cost one or more times, put that many +1/+1 counters on this creature, then up to that many other target artifacts, creatures, and/or enchantments phase out.
Cultivator Drone	1	Effect:spend	Devoid (This card has no color.) / {T}: Add {C}. Spend this mana only to cast a colorless spell, activate an ability of a colorless permanent, or pay a cost that contains {C}. ({C} represents colorless mana.)
The Immortal Sun	1	Effect:unknown	Players can't activate planeswalkers' loyalty abilities. / At the beginning of your draw step, draw an additional card. / Spells you cast cost {1} less to cast. / Creatures you control get +1/+1.
Maestros Ascendancy	1	Swallow:Condition_If	Once during each of your turns, you may cast an instant or sorcery spell from your graveyard by sacrificing a creature in addition to paying its other costs. If a spell cast this way would be put into your graveyard, exile it instead.
Thieves' Auction	2	Effect:choose;Effect:repeat	Exile all nontoken permanents. Starting with you, each player chooses one of the exiled cards and puts it onto the battlefield tapped under their control. Repeat this process until all cards exiled this way have been chosen.
To the Slaughter	1	Effect:a	Target player sacrifices a creature or planeswalker of their choice. / Delirium — If there are four or more card types among cards in your graveyard, instead that player sacrifices a creature and a planeswalker of their choice.
Oblivion's Hunger	1	Swallow:Condition_If	Target creature you control gains indestructible until end of turn. Draw a card if that creature has a +1/+1 counter on it. (Damage and effects that say "destroy" don't destroy the creature.)
Groom's Finery	0		Equipped creature gets +2/+0. It gets an additional +0/+2 and has deathtouch as long as an Equipment named Bride's Gown is attached to a creature you control. / Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
Birgi, God of Storytelling	1	Swallow:DynamicQty	Whenever you cast a spell, add {R}. Until end of turn, you don't lose this mana as steps and phases end. / Creatures you control can boast twice during each of your turns rather than once.
Even the Odds	0		Cast this spell only if you control fewer creatures than each opponent. / Create three 1/1 white Soldier creature tokens.
Weight of Spires	1	Effect:deal	Weight of Spires deals damage to target creature equal to the number of nonbasic lands that creature's controller controls.
Breach the Multiverse	1	Swallow:DynamicQty	Each player mills ten cards. For each player, choose a creature or planeswalker card in that player's graveyard. Put those cards onto the battlefield under your control. Then each creature you control becomes a Phyrexian in addition to its other types.
Karfell Harbinger	1	Effect:spend	{T}: Add {U}. Spend this mana only to foretell a card from your hand or cast an instant or sorcery spell.
Party Dude	1	Trigger:Whenever one or more of your opponents are attacked	(Gain the next level as a sorcery to add its ability.) / When this Class enters, each player creates a Food token. / {1}{G}: Level 2 / Whenever an artifact an opponent controls is put into a graveyard from the battlefield, draw a card. / {4}{G}: Level 3 / Whenever one or more of your opponents are attacked, up to one target attacking creature gets +X/+X until end of turn, where X is the number of cards in your hand.
Ellywick Tumblestrum	1	Swallow:DynamicQty	[+1]: Venture into the dungeon. (Enter the first room or advance to the next room.) / [−2]: Look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. If it's legendary, you gain 3 life. Put the rest on the bottom of your library in a random order. / [−7]: You get an emblem with "Creatures you control have trample and haste and get +2/+2 for each differently named dungeon you've completed."
Ghostfire Blade	1	Effect:static_structure	Equipped creature gets +2/+2. / Equip {3} / This Equipment's equip ability costs {2} less to activate if it targets a colorless creature.
Sorcerer Class	1	Effect:spend	(Gain the next level as a sorcery to add its ability.) / When this Class enters, draw two cards, then discard two cards. / {U}{R}: Level 2 / Creatures you control have "{T}: Add {U} or {R}. Spend this mana only to cast an instant or sorcery spell or to gain a Class level." / {3}{U}{R}: Level 3 / Whenever you cast an instant or sorcery spell, that spell deals damage to each opponent equal to the number of instant and sorcery spells you've cast this turn.
Kaheera, the Orphanguard	1	Effect:unknown	Companion — Each creature card in your starting deck is a Cat, Elemental, Nightmare, Dinosaur, or Beast card. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.) / Vigilance / Each other creature you control that's a Cat, Elemental, Nightmare, Dinosaur, or Beast gets +1/+1 and has vigilance.
Shah of Naar Isle	1	Trigger:When ~'s echo cost is paid	Trample / Echo {0} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.) / When this creature's echo cost is paid, each opponent may draw up to three cards.
Thaumaton Torpedo	1	Swallow:Duration_ThisTurn	{6}, {T}, Sacrifice this artifact: Destroy target nonland permanent. This ability costs {3} less to activate if you attacked with a Spacecraft this turn.
Teferi's Time Twist	1	Swallow:Condition_If	Exile target permanent you control. Return that card to the battlefield under its owner's control at the beginning of the next end step. If it enters as a creature, it enters with an additional +1/+1 counter on it.
Concussive Bolt	1	Effect:creatures	Concussive Bolt deals 4 damage to target player or planeswalker. / Metalcraft — If you control three or more artifacts, creatures controlled by that player or by that planeswalker's controller can't block this turn.
Rite of Ruin	3	Effect:choose;ParseWarning:target-fallback	Choose an order for artifacts, creatures, and lands. Each player sacrifices one permanent of their choice of the first type, sacrifices two of their choice of the second type, then sacrifices three of their choice of the third type.
Deceiver of Form	1	Effect:have	({C} represents colorless mana.) / At the beginning of combat on your turn, reveal the top card of your library. If a creature card is revealed this way, you may have creatures you control other than this creature become copies of that card until end of turn. You may put that card on the bottom of your library.
Blinkmoth Nexus	0		{T}: Add {C}. / {1}: This land becomes a 1/1 Blinkmoth artifact creature with flying until end of turn. It's still a land. / {1}, {T}: Target Blinkmoth creature gets +1/+1 until end of turn.
Ogre Geargrabber	1	Effect:when	Whenever this creature attacks, gain control of target Equipment an opponent controls until end of turn. Attach it to this creature. When you lose control of that Equipment, unattach it.
Case of the Uneaten Feast	1	Swallow:Optional_YouMay	Whenever a creature you control enters, you gain 1 life. / To solve — You've gained 5 or more life this turn. (If unsolved, solve at the beginning of your end step.) / Solved — Sacrifice this Case: Creature cards in your graveyard gain "You may cast this card from your graveyard" until end of turn.
Grimoire of the Dead	1	Effect:they're	{1}, {T}, Discard a card: Put a study counter on Grimoire of the Dead. / {T}, Remove three study counters from Grimoire of the Dead and sacrifice it: Put all creature cards from all graveyards onto the battlefield under your control. They're black Zombies in addition to their other colors and types.
Battle for Bretagard	1	Swallow:DynamicQty	(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) / I — Create a 1/1 white Human Warrior creature token. / II — Create a 1/1 green Elf Warrior creature token. / III — Choose any number of artifact tokens and/or creature tokens you control with different names. For each of them, create a token that's a copy of it.
New Perspectives	1	Static:AlternativeKeywordCost(Cycling)	When this enchantment enters, draw three cards. / As long as you have seven or more cards in hand, you may pay {0} rather than pay cycling costs.
Elenda, Saint of Dusk	0		Lifelink, hexproof from instants / As long as your life total is greater than your starting life total, Elenda gets +1/+1 and has menace. Elenda gets an additional +5/+5 as long as your life total is at least 10 greater than your starting life total.
Swarming Goblins	0		When this creature enters, roll a d20. / 1—9 | Create a 1/1 red Goblin creature token. / 10—19 | Create two of those tokens. / 20 | Create three of those tokens.
Obscura Interceptor	1	Effect:when	Flash / Lifelink / When this creature enters, it connives. When it connives this way, return up to one target spell to its owner's hand. (To have a creature connive, draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)
Thermal Flux	1	Effect:isn't	Choose one — / • Target nonsnow permanent becomes snow until end of turn. / • Target snow permanent isn't snow until end of turn. / Draw a card at the beginning of the next turn's upkeep.
Rampaging Geoderm	1	Swallow:Condition_If	Trample, haste / Whenever you attack, target attacking creature gets +1/+1 until end of turn. If it's attacking a battle, put a +1/+1 counter on it instead.
Riku of Many Paths	2	Swallow:DynamicQty;Swallow:Modal_DynamicMaxDropped	Whenever you cast a modal spell, choose up to X, where X is the number of times you chose a mode for that spell — / • Exile the top card of your library. Until the end of your next turn, you may play it. / • Put a +1/+1 counter on Riku. It gains trample until end of turn. / • Create a 1/1 blue Bird creature token with flying.
Liege of the Tangle	1	Effect:have	Trample / Whenever this creature deals combat damage to a player, you may choose any number of target lands you control and put an awakening counter on each of them. Each of those lands is an 8/8 green Elemental creature for as long as it has an awakening counter on it. They're still lands.
Inventive Wingsmith	1	Swallow:Duration_ThisTurn	At the beginning of your end step, if you haven't cast a spell from your hand this turn and this creature doesn't have a flying counter on it, put a flying counter on it.
Glissa Sunseeker	2	Swallow:Condition_If;Swallow:DynamicQty	First strike / {T}: Destroy target artifact if its mana value is equal to the amount of unspent mana you have.
Rite of the Serpent	1	Swallow:Condition_If	Destroy target creature. If that creature had a +1/+1 counter on it, create a 1/1 green Snake creature token.
Relic Axe	1	Swallow:Condition_If	When this Equipment enters, attach it to target creature you control. / Equipped creature gets +1/+1. If it's a Warrior, it gets +2/+1 instead. / Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
Karai, Future of the Foot	1	Swallow:Duration_ThisTurn	Sneak {2}{W}{B} (You may cast this spell for {2}{W}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. She enters tapped and attacking.) / Whenever Karai deals combat damage to a player, return target creature card from your graveyard to your hand. If her sneak cost was paid this turn, instead return that card to the battlefield.
Fevered Visions	1	Swallow:Condition_If	At the beginning of each player's end step, that player draws a card. If the player is your opponent and has four or more cards in hand, this enchantment deals 2 damage to that player.
Foul-Tongue Invocation	1	Swallow:Condition_If	As an additional cost to cast this spell, you may reveal a Dragon card from your hand. / Target player sacrifices a creature of their choice. If you revealed a Dragon card or controlled a Dragon as you cast this spell, you gain 4 life.
Invader Parasite	1	Trigger:Whenever a land an opponent controls with the same name as the exiled card enters	Imprint — When this creature enters, exile target land. / Whenever a land an opponent controls with the same name as the exiled card enters, this creature deals 2 damage to that player.
Crater's Claws	1	Effect:deal	Crater's Claws deals X damage to any target. / Ferocious — Crater's Claws deals X plus 2 damage instead if you control a creature with power 4 or greater.
Shuriken	1	Effect:Unsupported unless clause	Equipped creature has "{T}, Unattach Shuriken: Shuriken deals 2 damage to target creature. That creature's controller gains control of Shuriken unless it was unattached from a Ninja." / Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
Splitting the Powerstone	1	Swallow:Condition_If	As an additional cost to cast this spell, sacrifice an artifact. / Create two tapped Powerstone tokens. If the sacrificed artifact was legendary, draw a card. (The tokens are artifacts with "{T}: Add {C}. This mana can't be spent to cast a nonartifact spell.")
Dreadlight Monstrosity	1	Swallow:Condition_If	Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.) / {3}{U}{U}: This creature can't be blocked this turn. Activate only if you own a card in exile.
Foraging Wickermaw	1	Effect:become	When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) / {1}: Add one mana of any color. This creature becomes that color until end of turn. Activate only once each turn.
Distended Mindbender	1	Effect:choose	Emerge {5}{B}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.) / When you cast this spell, target opponent reveals their hand. You choose from it a nonland card with mana value 3 or less and a card with mana value 4 or greater. That player discards those cards.
Advice from the Fae	1	Effect:otherwise	({2/U} can be paid with any two mana or with {U}. This card's mana value is 6.) / Look at the top five cards of your library. If you control more creatures than each other player, put two of those cards into your hand. Otherwise, put one of them into your hand. Then put the rest on the bottom of your library in any order.
Aven Heartstabber	0		Flying / As long as there are five or more mana values among cards in your graveyard, this creature gets +2/+2 and has deathtouch. / When this creature dies, mill two cards, then draw a card.
Zabaz, the Glimmerwasp	1	Effect:replacement_structure	Modular 1 / If a modular triggered ability would put one or more +1/+1 counters on a creature you control, that many plus one +1/+1 counters are put on it instead. / {R}: Destroy target artifact you control. / {W}: Zabaz gains flying until end of turn.
Sigarda's Splendor	2	Effect:note;Effect:unknown	As this enchantment enters, note your life total. / At the beginning of your upkeep, draw a card if your life total is greater than or equal to the last noted life total for this enchantment. Then note your life total. / Whenever you cast a white spell, you gain 1 life.
Paragon of Modernity	1	Swallow:Condition_If	Flying / {3}: This creature gets +1/+1 until end of turn. If exactly three colors of mana were spent to activate this ability, put a +1/+1 counter on it instead.
Tifa's Limit Break	0		Tiered (Choose one additional cost.) / • Somersault — {0} — Target creature gets +2/+2 until end of turn. / • Meteor Strikes — {2} — Double target creature's power and toughness until end of turn. / • Final Heaven — {6}{G} — Triple target creature's power and toughness until end of turn.
Forge Anew	1	Effect:unknown	When this enchantment enters, return target Equipment card from your graveyard to the battlefield. / During your turn, you may activate equip abilities any time you could cast an instant. / You may pay {0} rather than pay the equip cost of the first equip ability you activate during each of your turns.
Etrata, the Silencer	1	Swallow:Condition_If	Etrata can't be blocked. / Whenever Etrata deals combat damage to a player, exile target creature that player controls and put a hit counter on that card. That player loses the game if they own three or more exiled cards with hit counters on them. Etrata's owner shuffles Etrata into their library.
Consuming Blob	1	Effect:create	Consuming Blob's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1. / At the beginning of your end step, create a green Ooze creature token with "This token's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1."
Kraken of the Straits	1	Swallow:DynamicQty	Creatures with power less than the number of Islands you control can't block this creature.
Bounty of Might	0		Target creature gets +3/+3 until end of turn. / Target creature gets +3/+3 until end of turn. / Target creature gets +3/+3 until end of turn.
Unblinking Observer	1	Effect:spend	{T}: Add {U}. Spend this mana only to pay a disturb cost or cast an instant or sorcery spell.
Temple of Cyclical Time	1	Swallow:Condition_If	(Transforms from Ojer Pakpatiq, Deepest Epoch.) / {T}: Add {U}. Remove a time counter from this land. / {2}{U}, {T}: Transform this land. Activate only if it has no time counters on it and only as a sorcery.
Kaya, Intangible Slayer	1	Swallow:Condition_If	Hexproof / [+2]: Each opponent loses 3 life and you gain 3 life. / [0]: You draw two cards. Then each opponent may scry 1. / [−3]: Exile target creature or enchantment. If it wasn't an Aura, create a token that's a copy of it, except it's a 1/1 white Spirit creature with flying in addition to its other types.
Spelltwine	1	Swallow:Condition_If	Exile target instant or sorcery card from your graveyard and target instant or sorcery card from an opponent's graveyard. Copy those cards. Cast the copies if able without paying their mana costs. Exile Spelltwine.
Tormented Thoughts	1	Swallow:DynamicQty	As an additional cost to cast this spell, sacrifice a creature. / Target player discards a number of cards equal to the sacrificed creature's power.
Unforge	1	Swallow:Condition_If	Destroy target Equipment. If that Equipment was attached to a creature, Unforge deals 2 damage to that creature.
Elite Spellbinder	1	Effect:a	Flying / When this creature enters, look at target opponent's hand. You may exile a nonland card from it. For as long as that card remains exiled, its owner may play it. A spell cast this way costs {2} more to cast.
Shadrix Silverquill	1	Swallow:Optional_YouMay	Flying, double strike / At the beginning of combat on your turn, you may choose two. Each mode must target a different player. / • Target player creates a 2/1 white and black Inkling creature token with flying. / • Target player draws a card and loses 1 life. / • Target player puts a +1/+1 counter on each creature they control.
Ouphe Vandals	1	Swallow:Condition_If	{G}, Sacrifice this creature: Counter target activated ability from an artifact source and destroy that artifact if it's on the battlefield. (Mana abilities can't be targeted.)
Stonebinder's Familiar	1	Trigger:Whenever one or more cards are put into exile during your turn	Whenever one or more cards are put into exile during your turn, put a +1/+1 counter on this creature. This ability triggers only once each turn.
Overwhelming Splendor	1	Effect:static_structure	Enchant player / Creatures enchanted player controls lose all abilities and have base power and toughness 1/1. / Enchanted player can't activate abilities that aren't mana abilities or loyalty abilities.
Oculus Whelp	0		Flying / As long as you control a transformed permanent, this creature has "When this creature dies, draw a card."
Gather the Townsfolk	1	Effect:create	Create two 1/1 white Human creature tokens. / Fateful hour — If you have 5 or less life, create five of those tokens instead.
Spoils of the Vault	1	Swallow:DynamicQty	Choose a card name. Reveal cards from the top of your library until you reveal a card with that name, then put that card into your hand. Exile all other cards revealed this way, and you lose 1 life for each of the exiled cards.
Ebondeath, Dracolich	1	Swallow:Condition_If	Flash / Flying / Ebondeath enters tapped. / You may cast this card from your graveyard if a creature not named Ebondeath, Dracolich died this turn.
Sanity Grinding	1	Effect:for	Chroma — Reveal the top ten cards of your library. For each blue mana symbol in the mana costs of the revealed cards, target opponent mills a card. Then put the cards you revealed this way on the bottom of your library in any order.
Wheel of Sun and Moon	1	Effect:replacement_structure	Enchant player / If a card would be put into enchanted player's graveyard from anywhere, instead that card is revealed and put on the bottom of that player's library.
Joust	1	Effect:target	Choose target creature you control and target creature you don't control. The creature you control gets +2/+1 until end of turn if it's a Knight. Then those creatures fight each other. (Each deals damage equal to its power to the other.)
Kambal, Profiteering Mayor	1	Swallow:DynamicQty	Whenever one or more tokens your opponents control enter, for each of them, create a tapped token that's a copy of it. This ability triggers only once each turn. / Whenever one or more tokens you control enter, each opponent loses 1 life and you gain 1 life.
Sutured Ghoul	1	Effect:unknown	Trample / As this creature enters, exile any number of creature cards from your graveyard. / Sutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.
Shape of the Wiitigo	1	Effect:otherwise	Enchant creature / When this Aura enters, put six +1/+1 counters on enchanted creature. / At the beginning of your upkeep, put a +1/+1 counter on enchanted creature if it attacked or blocked since your last upkeep. Otherwise, remove a +1/+1 counter from it.
Pixie Guide	1	Effect:replacement_structure	Flying / Grant an Advantage — If you would roll one or more dice, instead roll that many dice plus one and ignore the lowest roll.
Multiple Choice	1	Effect:do	If X is 1, scry 1, then draw a card. / If X is 2, you may choose a player. They return a creature they control to its owner's hand. / If X is 3, create a 4/4 blue and red Elemental creature token. / If X is 4 or more, do all of the above.
Bioplasm	1	Effect:get	Whenever this creature attacks, exile the top card of your library. If it's a creature card, this creature gets +X/+Y until end of turn, where X is the exiled creature card's power and Y is its toughness.
Vessel of the All-Consuming	2	Swallow:Condition_If;Swallow:Duration_ThisTurn	Trample / Whenever this creature deals damage, put a +1/+1 counter on it. / Whenever this creature deals damage to a player, if it has dealt 10 or more damage to that player this turn, they lose the game.
Enhanced Surveillance	1	Effect:effect_structure	You may look at an additional two cards each time you surveil. / Exile this enchantment: Shuffle your graveyard into your library.
Tin Street Gossip	1	Effect:spend	Vigilance / {T}: Add {R}{G}. Spend this mana only to cast face-down spells or to turn creatures face up.
Nirkana Cutthroat	0		Level up {2}{B} ({2}{B}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 1-2 / 4/3 / Deathtouch / LEVEL 3+ / 5/4 / First strike, deathtouch
Kitsune Mystic	1	Effect:flip	At the beginning of the end step, if this creature is enchanted by two or more Auras, flip it.
Test of Talents	1	Effect:search	Counter target instant or sorcery spell. Search its controller's graveyard, hand, and library for any number of cards with the same name as that spell and exile them. That player shuffles, then draws a card for each card exiled from their hand this way.
Drown in the Loch	1	Swallow:DynamicQty	Choose one — / • Counter target spell with mana value less than or equal to the number of cards in its controller's graveyard. / • Destroy target creature with mana value less than or equal to the number of cards in its controller's graveyard.
