Dragon's Approach	1	MB2;PLST;STX	Effect:four	four cards named Dragon's Approach from your graveyard
Dragon's Disciple	1	AFR	Swallow:Condition_If	Condition_If — As this creature enters, you may reveal a Dragon card from your hand. If you do or if you control a Dragon, this creature enters with a +1/+
Dragon's Fire	1	AFR;HBG;J25	Effect:deal	deal damage equal to the power of that card or creature instead
Drana, the Last Bloodchief	2	PRM;PZNR;SLD;ZNR	Effect:choose;Effect:the	choose a nonlegendary creature card in your graveyard
Dreadlight Monstrosity	1	DBL;VOW	Swallow:Condition_If	Condition_If — Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.) {3}
Dream Devourer	2	KHM;PKHM;PRM	Effect:static_structure;Trigger:Whenever you foretell a card	Each nonland card in your hand without foretell has foretell. Its foretell cost is equal to its mana cost reduced by {2}.
Dream Leash	1	RAV	Effect:effect_structure	You can't choose an untapped permanent as this spell's target as you cast it.
Dream Prowler	0	9ED;STH;TPR	NO-GAP-DETAILS	
Dreams of Steel and Oil	1	BRO	Effect:choose	choose an artifact or creature card from their graveyard
Drizzt Do'Urden	1	AFR;PAFR	Effect:put	put a number of +1/+1 counters on ~ equal to the difference
Drowner of Truth	1	MH3	Swallow:Condition_If	Condition_If — Devoid (This card has no color.) When you cast this spell, if {C} was spent to cast it, create two 0/1 colorless Eldrazi Spawn creature toke
Drown in the Loch	1	CLB;ELD;PW23;SLD;SPG	Swallow:DynamicQty	DynamicQty — Choose one — • Counter target spell with mana value less than or equal to the number of cards in its controller's graveyard. • Destroy
Drownyard Behemoth	0	EMN;SIR	NO-GAP-DETAILS	
Druidic Satchel	1	C13;C21;M12	Effect:nonland	nonland card, you gain 2 life
Dubious Challenge	1	KLD;PKLD	Effect:choose	choose one of the exiled cards and put it onto the battlefield under their control
Due Respect	1	NPH;PLST	Effect:permanents	Permanents enter tapped this turn. Draw a card.
Duneblast	1	C16;C20;CM2;DMC;KTK;PKTK	Effect:choose	Choose up to one creature. Destroy the rest.
Duplicant	0	2XM;ARC;C18;C21;CM1;CMM;DRC;EMA;MOC;MPS;MRD;PRM;PZ1;TD2	NO-GAP-DETAILS	
Durkwood Tracker	1	TSP	Swallow:Condition_If	Condition_If — {1}{G}, {T}: If this creature is on the battlefield, it deals damage equal to its power to target attacking creature. That creature deals da
Dust of Moments	1	FUT	Effect:each	each suspended card
Earth-Cult Elemental	0	AFR;HBG	NO-GAP-DETAILS	
Earth Rumble Wrestlers	0	TLA	NO-GAP-DETAILS	
Eater of Days	1	DST;PLST	Effect:you	you skip your next two turns
Ebondeath, Dracolich	1	AFR;PAFR;PRM;SLD	Swallow:Condition_If	Condition_If — Flash Flying Ebondeath enters tapped. You may cast this card from your graveyard if a creature not named Ebondeath, Dracolich died this turn
Echo Mage	0	C13;PLST;ROE	NO-GAP-DETAILS	
Ecological Appreciation	1	PRM;PSTX;STX	Effect:shuffle	Shuffle the chosen cards into your library and put the rest onto the battlefield
Edgar, King of Figaro	1	FIN;PFIN	Effect:unknown	Two-Headed Coin — The first time you flip one or more coins each turn, those coins come up heads and you win those flips.
Eidolon of Countless Battles	1	BNG;SOC;WOC	Swallow:DynamicQty	DynamicQty — Bestow {2}{W}{W} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's n
Eidolon of Obstruction	1	PRM;PTHB;THB	Effect:static_structure	Loyalty abilities of planeswalkers your opponents control cost {1} more to activate.
Eiganjo Uprising	1	NEO;PNEO;PRM	Effect:create	Each opponent creates X minus one 2/2 white Samurai creature tokens with vigilance.
Elbrus, the Binding Blade	1	DKA;PLST;V17	Effect:unattach	unattach ~
Eldrazi Mimic	1	OGW;POGW	Effect:change	change ~'s base power and toughness to that creature's power and toughness
Elemental Resonance	1	DIS	Effect:add	add mana equal to enchanted permanent's mana cost
Elenda, Saint of Dusk	0	FDN;PFDN	NO-GAP-DETAILS	
Elesh Norn, Mother of Machines	1	ONE;PONE	Effect:unknown	Permanents entering don't cause abilities of permanents your opponents control to trigger.
Eliminate the Impossible	1	MKM	Swallow:Condition_If	Condition_If — Investigate. Creatures your opponents control get -2/-0 until end of turn. If any of them are suspected, they're no longer suspected. (To in
Elite Arcanist	1	M14	Effect:x	X is the mana value of the exiled card
Elite Spellbinder	1	PRM;PSTX;SLC;STX	Effect:a	A spell cast this way costs {2} more to cast
Ellywick Tumblestrum	1	AFR;PAFR;PRM	Swallow:DynamicQty	DynamicQty — [+1]: Venture into the dungeon. (Enter the first room or advance to the next room.) [−2]: Look at the top six cards of your library. You m
Elspeth Conquers Death	2	PLST;PTHB;THB	Effect:noncreature;Effect:put	Noncreature spells your opponents cast cost {2} more to cast
Elspeth Resplendent	1	PRM;PSNC;PWCS;SNC	Effect:put	Put a +1/+1 counter and a counter from among flying, first strike, lifelink, or vigilance on it
Elvish Refueler	1	DFT	Effect:unknown	During your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated.
Embereth Paladin	1	ELD	Swallow:Condition_If	Condition_If — Haste Adamant — If at least three red mana was spent to cast this spell, this creature enters with a +1/+1 counter on it.
Embodiment of Agonies	1	M20;PM20	Swallow:DynamicQty	DynamicQty — Flying, deathtouch This creature enters with a +1/+1 counter on it for each different mana cost among nonland cards in your graveyard. (For 
Emergent Sequence	1	STX	Swallow:DynamicQty	DynamicQty — Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. That land becomes a 0/0 green and blue Fractal 
Emeritus of Ideation	1	PSOS;SOS	ParseWarning:target-fallback	[warning:target-fallback] parse_target could not classify 'eight cards from your graveyard'
Endrek Sahr, Master Breeder	1	C13;CMM;MM2;PLST;TSP	Trigger:When you control seven or more Thrulls	When you control seven or more Thrulls, sacrifice ~.
Enduring Angel	1	DBL;MID;PMID;PRM	Effect:replacement_structure	If your life total would be reduced to 0 or less, instead transform ~ and your life total becomes 3. Then if ~ didn't transform this way, you lose the game.
Enhanced Surveillance	1	GRN;MKC	Effect:effect_structure	You may look at an additional two cards each time you surveil.
Enshrouding Mist	1	ORI	Swallow:Condition_If	Condition_If — Target creature gets +1/+1 until end of turn. Prevent all damage that would be dealt to it this turn. If it's renowned, untap it.
Entangling Vines	0	M10	NO-GAP-DETAILS	
Enthralling Hold	1	M21	Effect:effect_structure	You can't choose an untapped creature as this spell's target as you cast it.
Epochrasite	1	C14;CM2;FUT;MMA	Swallow:Condition_If	Condition_If — This creature enters with three +1/+1 counters on it if you didn't cast it from your hand. When this creature dies, exile it with three time
Erebos's Titan	1	ORI	Trigger:Whenever a creature card leaves an opponent's graveyard	Whenever a creature card leaves an opponent's graveyard, you may discard a card. If you do, return this card from your graveyard to your hand.
Eriette, the Beguiler	1	OTJ;POTJ	Trigger:Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value	Whenever an Aura you control becomes attached to a nonland permanent an opponent controls with mana value less than or equal to that Aura's mana value, gain con
Ertha Jo, Frontier Mentor	1	OTJ	Trigger:Whenever you activate an ability that targets a creature or player	Whenever you activate an ability that targets a creature or player, copy that ability. You may choose new targets for the copy.
Escape Detection	1	ACR	Effect:freerunning—return	Freerunning—Return a blue creature you control to its owner's hand. Return target creature to its owner's hand. Draw a card.
Escape Velocity	1	THB	Effect:unknown	~—{1}{R}, Exile two other cards from your graveyard.
Esper Terra	2	FIN;PFIN	Effect:add;Effect:put	put up to three lore counters on it
Essence of the Wild	1	ISD	Effect:static_structure	Creatures you control enter as a copy of ~.
Etali, Primal Sickness	1	MOM;PMOM	Effect:get	get that many poison counters
Etched Host Doombringer	1	MOM	Effect:otherwise	Otherwise
Etrata, the Silencer	1	GK1;GRN;PGRN	Swallow:Condition_If	Condition_If — Etrata can't be blocked. Whenever Etrata deals combat damage to a player, exile target creature that player controls and put a hit counter o
Even the Odds	0	FUT	NO-GAP-DETAILS	
Everlasting Torment	1	C16;ECC;SHM	Effect:effect_structure	All damage is dealt as though its source had wither.
Evolved Spinoderm	0	ONE;PONE	NO-GAP-DETAILS	
Evolving Adaptive	1	ONE	Effect:empty	
Evolving Door	2	PRM;PSNC;SNC	Effect:count;ParseWarning:target-fallback	{1}, {T}, Sacrifice a creature: Count the colors of the sacrificed creature, then search your library for a creature card that's exactly that many colors plus o
Exert Influence	2	BFZ;PBFZ	Swallow:Condition_If;Swallow:DynamicQty	DynamicQty — Converge — Gain control of target creature if its power is less than or equal to the number of colors of mana spent to cast this spell.
Exhaustion	1	9ED;P02;PLST;POR;PTK;S99;USG	Effect:creatures	Creatures and lands target opponent controls don't untap during their next untap step.
Exotic Pets	2	SNC	Effect:for;Effect:put	for each kind of counter among creatures you control
Expel the Interlopers	1	PWOE;TDC;WOE	Swallow:DynamicQty	DynamicQty — Choose a number between 0 and 10. Destroy all creatures with power greater than or equal to the chosen number.
Expose the Culprit	1	MKM	Effect:shuffle	shuffle that pile, then cloak them
Exquisite Archangel	1	AER;PAER	Swallow:DynamicQty	DynamicQty — Flying If you would lose the game, instead exile this creature and your life total becomes equal to your starting life total.
Extraplanar Lens	1	CMM;MPS;MRD	Trigger:Whenever a land with the same name as the exiled card is tapped for mana	Whenever a land with the same name as the exiled card is tapped for mana, its controller adds one mana of any type that land produced.
Exuberant Wolfbear	1	IKO;PLST	Effect:change	change the base power and toughness of target Human you control to ~'s power and toughness
Eye of the Storm	1	PLST;RAV	Effect:for	For each copy, the player may cast the copy without paying its mana cost
Face of Divinity	0	JMP;MH1	NO-GAP-DETAILS	
Fact or Fiction	1	BRC;C15;C19;CLB;CM2;CMD;CMM;CMR;CNS;DD2;DMR;EMA;F05;GN3;INV;JVC;LTC;MH1;NCC;PLST;PRM;PZ1;SLD;TD0;V13;VMA;WC01;WC02;WOC;ZNC	Effect:an	An opponent separates those cards into two piles
Faithful Squire	1	BOK	Effect:flip	flip it
Falkenrath Gorger	1	INR;PSOI;SIR;SOI;VOC	Effect:static_structure	Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost.
Fall	1	DDH;DIS	Effect:discard	discard each nonland card revealed this way
Fangorn, Tree Shepherd	1	LTR;PLTR	Effect:add	add twice that much {G}
Faramir, Prince of Ithilien	2	LTR;PLTR	Effect:at;Effect:otherwise	At the beginning of that player's next end step, you draw a card if they didn't attack you that turn
Farideh, Devil's Chosen	1	AFR	Swallow:Condition_If	Condition_If — Dark One's Own Luck — Whenever you roll one or more dice, Farideh gains flying and menace until end of turn. If any of those results was 1
Farideh's Fireball	0	AFR;HBG	NO-GAP-DETAILS	
Fatespinner	1	MRD;PLST	Effect:phase	phase
Favor of the Mighty	1	LRW	Effect:static_structure	Each creature with the greatest mana value has protection from each color.
Fearless Swashbuckler	1	DFT;PDFT	Swallow:Condition_If	Condition_If — Haste Vehicles you control have haste. Whenever you attack, if a Pirate and a Vehicle attacked this combat, draw three cards, then discard t
Fear of Immobility	1	DSK	Swallow:Condition_If	Condition_If — When this creature enters, tap up to one target creature. If an opponent controls that creature, put a stun counter on it. (If a permanent w
Feast of Worms	1	CHK	Swallow:Condition_If	Condition_If — Destroy target land. If that land was legendary, its controller sacrifices another land of their choice.
Feast on the Fallen	1	J22;M15	Swallow:Condition_If	Condition_If — At the beginning of each upkeep, if an opponent lost life last turn, put a +1/+1 counter on target creature you control.
Feral Contest	1	WWK	Effect:another	Another target creature blocks it this turn if able
Fevered Visions	1	PSOI;SIR;SOI;TLE	Swallow:Condition_If	Condition_If — At the beginning of each player's end step, that player draws a card. If the player is your opponent and has four or more cards in hand, thi
Fiery Bombardment	1	EVE	Effect:deal	Chroma — {2}, Sacrifice a creature: ~ deals damage to any target equal to the number of red mana symbols in the sacrificed creature's mana cost.
Final Punishment	1	9ED;SCG	Effect:lose	Target player loses life equal to the damage already dealt to that player this turn.
Firebender Ascension	1	PTLA;TLA	Trigger:Whenever a creature you control attacking causes a triggered ability of that creature to trigger	Whenever a creature you control attacking causes a triggered ability of that creature to trigger, put a quest counter on ~. Then if it has four or more quest co
Fire Magic	0	FIN	NO-GAP-DETAILS	
Firemind's Foresight	1	C15;DDS;RTR	Effect:repeat	repeat this process for instant cards with mana values 2 and 1
Fires of Invention	1	ELD;PELD	Swallow:Optional_YouMay	Optional_YouMay — You can cast spells only during your turn and you can cast no more than two spells each turn. You may cast spells with mana value less than 
Firesong and Sunspeaker	1	2X2;DOM;MUL;PZ2	Trigger:Whenever a white instant or sorcery spell causes you to gain life	Whenever a white instant or sorcery spell causes you to gain life, ~ deals 3 damage to target creature or player.
First Response	1	CMR;M15	Swallow:Condition_If	Condition_If — At the beginning of each upkeep, if you lost life last turn, create a 1/1 white Soldier creature token.
Fists of Flame	1	CMM;CMR;J21;J25;MH1;PLST;TLE	Swallow:DynamicQty	DynamicQty — Draw a card. Until end of turn, target creature gains trample and gets +1/+0 for each card you've drawn this turn. (A creature with trample 
Flame Discharge	1	NEO	Effect:deal	deal X plus 2 damage
Flames of the Blood Hand	1	BOK;PD2;TD0	Effect:gain	gain no life
Flame Spill	1	IKO;PLST	Effect:excess	Excess damage is dealt to that creature's controller instead
Flash Conscription	1	RAV	Effect:the	the creature gains "Whenever ~ deals combat damage, you gain that much life"
Flash Foliage	0	DIS	NO-GAP-DETAILS	
Flood of Tears	1	M20;PM20;VOC	Swallow:Condition_If	Condition_If — Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a per
Fold into Aether	1	5DN	Swallow:Condition_If	Condition_If — Counter target spell. If that spell is countered this way, its controller may put a creature card from their hand onto the battlefield.
Font of Agonies	1	PRNA;RNA	Trigger:Whenever you pay life	Whenever you pay life, put that many blood counters on ~.
Foraging Wickermaw	1	ECL	Effect:become	become that color
Forge Anew	1	LTR;PLTR;SLD	Effect:unknown	During your turn, you may activate equip abilities any time you could cast an instant.
Forsworn Paladin	1	AFR;PAFR;PRM	Swallow:Condition_If	Condition_If — Menace {1}{B}, {T}, Pay 1 life: Create a Treasure token. {2}{B}: Target creature gets +2/+0 until end of turn. If mana from a Treasure was s
Foul Emissary	1	EMN	Trigger:When you sacrifice ~ while casting a spell with emerge	When you sacrifice ~ while casting a spell with emerge, create a 3/2 colorless Eldrazi Horror creature token.
Foul-Tongue Invocation	1	DTK;IMA	Swallow:Condition_If	Condition_If — As an additional cost to cast this spell, you may reveal a Dragon card from your hand. Target player sacrifices a creature of their choice. 
Founding the Third Path	0	DMU	NO-GAP-DETAILS	
Fractalize	1	SOS	Swallow:DynamicQty	DynamicQty — Until end of turn, target creature becomes a green and blue Fractal with base power and toughness each equal to X plus 1. (It loses all othe
Freestrider Commando	1	OTJ	Swallow:Condition_If	Condition_If — This creature enters with two +1/+1 counters on it if it wasn't cast or no mana was spent to cast it. Plot {3}{G} (You may pay {3}{G} and ex
Friendly Fire	2	FRF	Effect:deal;Effect:that	deal damage to that creature
Friendly Rivalry	1	LTR	Effect:multi_source_compound_each_power_damage	Target creature you control and up to one other target legendary creature you control each deal damage equal to their power to target creature you don't control
Frodo Baggins	0	LTR;PLTR	NO-GAP-DETAILS	
From Under the Floorboards	1	C19;PSOI;SOI	Effect:instead	instead create X of those tokens
Frontier Mastodon	1	FRF;J22;PLST	Swallow:Condition_If	Condition_If — Ferocious — This creature enters with a +1/+1 counter on it if you control a creature with power 4 or greater.
Frost Augur	1	KHM	Swallow:Condition_If	Condition_If — {S}, {T}: Look at the top card of your library. If it's a snow card, you may reveal it and put it into your hand. ({S} can be paid with one 
Full Bore	1	EOE	Swallow:Condition_If	Condition_If — Target creature you control gets +3/+2 until end of turn. If that creature was cast for its warp cost, it also gains trample and haste until
Fumiko the Lowblood	1	BOK;C15;C20;CM2	Swallow:DynamicQty	DynamicQty — Fumiko has bushido X, where X is the number of attacking creatures. (Whenever this creature blocks or becomes blocked, it gets +X/+X until e
Gaea's Will	1	MH2;PLST;PMH2;PRM	Effect:play	Until end of turn, you may play lands and cast spells from your graveyard. If a card would be put into your graveyard from anywhere this turn, exile that card i
Galloping Lizrog	1	RNA	Effect:remove	remove any number of +1/+1 counters from among creatures you control
Galvanic Relay	1	J21;MH2	Effect:during	During your next turn
Gandalf, Friend of the Shire	1	LTR;PF23;PLTR;SLD	Swallow:Condition_If	Condition_If — Flash You may cast sorcery spells as though they had flash. Whenever the Ring tempts you, if you chose a creature other than Gandalf as your
Gandalf's Sanction	1	LTR	Effect:excess	Excess damage is dealt to that creature's controller instead
Garenbrig Paladin	1	ELD	Swallow:Condition_If	Condition_If — Adamant — If at least three green mana was spent to cast this spell, this creature enters with a +1/+1 counter on it. This creature can't 
Gargantuan Slabhorn	1	MOM	Effect:static_structure	Other transformed permanents you control have trample and ward {2}.
Garruk Relentless	1	INR;ISD;PLST;SIS;SLD;V17	Trigger:When Garruk has two or fewer loyalty counters on him	When Garruk has two or fewer loyalty counters on him, transform him.
Garth One-Eye	1	MH2;PLST;PMH2	Effect:create	Create a copy of the card with the chosen name
Garza's Assassin	1	CSP	Swallow:DynamicQty	DynamicQty — Sacrifice this creature: Destroy target nonblack creature. Recover—Pay half your life, rounded up. (When another creature is put into your
Gastal Raider	0	DFT	NO-GAP-DETAILS	
Gastal Thrillseeker	0	DFT	NO-GAP-DETAILS	
Gate to the Aether	1	MRD	Effect:creature,	creature, enchantment, or land card, the player may put it onto the battlefield
Gathan Raiders	0	ARC;FUT;PLST;TSR	NO-GAP-DETAILS	
Gather Specimens	1	ALA	Effect:it	If a creature would enter the battlefield under an opponent's control this turn, it enters under your control instead.
Gather the Townsfolk	1	DDQ;DKA;INR;PRM;PW12	Effect:create	Fateful hour — If you have 5 or less life, create five of those tokens instead.
Gaze of the Gorgon	1	RAV	Effect:at	At this turn's next end of combat
Gemini Engine	2	DST	Effect:create;Effect:its	create a colorless Construct artifact creature token named Twin that's attacking
Generator Servant	1	M15;PLST;UMA	Swallow:Condition_If	Condition_If — {T}, Sacrifice this creature: Add {C}{C}. If that mana is spent on a creature spell, it gains haste until end of turn. (That creature can at
Genku, Future Shaper	3	MH3;PMH3	Effect:1/1;Effect:1/2;Effect:2/2	2/2 white Fox with vigilance
Getaway Car	1	PRM;PSNC;SNC	Swallow:Duration_ThisTurn	Duration_ThisTurn — Haste Whenever this Vehicle attacks or blocks, return up to one target creature that crewed it this turn to its owner's hand. Crew 1
Ghalta and Mavren	1	MOM;PMOM	Effect:create	Create a tapped and attacking X/X green Dinosaur creature token with trample, where X is the greatest power among other attacking creatures
Ghastly Conscription	2	C16;C19;FRF	Effect:manifest;Effect:shuffle	shuffle that pile
Ghostfire Blade	1	KTK;PRM;UGIN	Effect:static_structure	~'s equip ability costs {2} less to activate if it targets a colorless creature.
Giant's Amulet	0	KHM	NO-GAP-DETAILS	
Gibbering Descent	1	FUT	Effect:static_structure	Hellbent — Skip your upkeep step if you have no cards in hand.
Gideon, Battle-Forged	1	ORI;PIO;PLST;PORI;PS15;V17	Effect:attack	[+2]: Up to one target creature an opponent controls attacks ~ during its controller's next turn if able.
Gideon, Champion of Justice	1	C21;GTC;J22	Effect:he's	He's still a planeswalker
Gideon Jura	1	CMM;E01;M12;PLST;PRM;ROE;SCD;SS2	Effect:during	[+2]: During target opponent's next turn, creatures that player controls attack ~ if able.
Gideon of the Trials	1	AKH;AKR;PAKH;PRM;PS17;PS18	Swallow:Condition_AsLongAs	Condition_AsLongAs — [+1]: Until your next turn, prevent all damage target permanent would deal. [0]: Until end of turn, Gideon becomes a 4/4 Human Soldier crea
Gideon's Sacrifice	1	MKC;WAR	Effect:all	All damage that would be dealt this turn to you and permanents you control is dealt to the chosen permanent instead
Gilder Bairn	1	EVE;PLST	Swallow:DynamicQty	DynamicQty — {2}{G/U}, {Q}: Double the number of each kind of counter on target permanent. ({Q} is the untap symbol.)
Gimli, Mournful Avenger	1	LTR;PLTR	Effect:when	When this ability resolves for the third time this turn, ~ fights up to one target creature you don't control
Gix, Yawgmoth Praetor	1	BRO;FCA;MB2;PBRO;PRM;TDC	Effect:play	play lands
Gladewalker Ritualist	1	KHM	Trigger:Whenever another creature you control named Gladewalker Ritualist enters	Whenever another creature you control named Gladewalker Ritualist enters, draw a card.
Glamerdye	1	EVE	Effect:change	Change the text of target spell or permanent by replacing all instances of one color word with another.
Glaring Spotlight	1	GTC	Effect:static_structure	Creatures your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.
Glen Elendra's Answer	1	ECL;PECL	Effect:all	all abilities your opponents control
Glimmerdust Nap	0	LRW	NO-GAP-DETAILS	
Glimpse the Cosmos	2	KHM	Swallow:Condition_AsLongAs;Swallow:Condition_If	Condition_If — Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. As long
Glimpse the Impossible	1	MH3;PLST	Swallow:DynamicQty	DynamicQty — Exile the top three cards of your library. You may play those cards this turn. At the beginning of the next end step, if any of those cards 
Glissa Sunseeker	2	MRD;SLD	Swallow:Condition_If;Swallow:DynamicQty	DynamicQty — First strike {T}: Destroy target artifact if its mana value is equal to the amount of unspent mana you have.
Glittering Frost	1	KHM	Effect:static_structure	Enchanted land is snow.
Gloom Stalker	0	AFR	NO-GAP-DETAILS	
Gnoll Hunter	1	AFR;HBG	Swallow:Condition_If	Condition_If — Pack tactics — Whenever this creature attacks, if you attacked with creatures with total power 6 or greater this combat, put a +1/+1 count
Goblin Charbelcher	1	BRR;DDT;EMA;MB2;MRD;PLST;WC04	Effect:deal	deal damage equal to the number of nonland cards revealed this way to any target
Goblin Flectomancer	1	GPT	Effect:change	Sacrifice ~: You may change the targets of target instant or sorcery spell.
Goblin Glory Chaser	0	DDT;ORI	NO-GAP-DETAILS	
Goblin Morningstar	0	AFR	NO-GAP-DETAILS	
Goblin Traprunner	1	MH2	Swallow:DynamicQty	DynamicQty — Whenever this creature attacks, flip three coins. For each flip you win, create a 1/1 red Goblin creature token that's tapped and attacking.
God-Eternal Kefnet	1	PS19;PWAR;WAR	Effect:static_structure	You may reveal the first card you draw each turn as you draw it. Whenever you reveal an instant or sorcery card this way, copy that card and you may cast the co
Goldberry, River-Daughter	1	LTR;PLTR	Effect:move	{T}: Move a counter of each kind not on ~ from another target permanent you control onto ~.
Goliath Hatchery	1	ONE	Effect:draw	draw cards equal to its total toxic value
Gollum, Scheming Guide	2	LTR;PLTC	Effect:an;Effect:otherwise	An opponent guesses whether the top card of your library is the chosen kind
Grab the Prize	1	DSK	Swallow:Condition_If	Condition_If — As an additional cost to cast this spell, discard a card. Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 d
Graceful Reprieve	1	MM3;MOR	Trigger:When target creature dies this turn	When target creature dies this turn, return that card to the battlefield under its owner's control.
Graceful Takedown	1	WOE	Effect:multi_source_compound_each_power_damage	Any number of target enchanted creatures you control and up to one other target creature you control each deal damage equal to their power to target creature yo
Grave Scrabbler	1	C19;FUT;TSR;UMA	Swallow:Condition_If	Condition_If — Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.) W
Graveyard Shift	0	SNC	NO-GAP-DETAILS	
Green Sun's Twilight	1	ONE;PONE	Effect:choose	Choose a creature card and/or a land card from among them
Grievous Wound	1	DSK;PDSK	Trigger:Whenever enchanted player is dealt damage	Whenever enchanted player is dealt damage, they lose half their life, rounded up.
Grifter's Blade	1	PSAL;RAV	Effect:unknown	As ~ enters, choose a creature you control it could be attached to. If you do, it enters attached to that creature.
Gríma Wormtongue	1	LTR;SLD	Swallow:Condition_If	Condition_If — Your opponents can't gain life. {T}, Sacrifice another creature: Target player loses 1 life. If the sacrificed creature was legendary, amass
Grimoire of the Dead	1	C19;ISD;PLST;SCD	Effect:they're	They're black Zombies in addition to their other colors and types
Grimoire Thief	1	MOR	Effect:effect_structure	You may look at cards exiled with ~.
Grim Reminder	1	MRD	Swallow:Duration_ThisTurn	Duration_ThisTurn — Search your library for a nonland card and reveal it. Each opponent who cast a spell this turn with the same name as that card loses 6 life.
Grim Wanderer	0	AFR;HBG	NO-GAP-DETAILS	
Grinning Totem	1	6ED;MIR;TSB	Effect:until	Until the beginning of your next upkeep, you may play that card
Grishnákh, Brash Instigator	1	LTR	Swallow:DynamicQty	DynamicQty — When Grishnákh enters, amass Orcs 2. When you do, until end of turn, gain control of target nonlegendary creature an opponent controls with
Grisly Sigil	1	SNC	Effect:otherwise	Otherwise
Grist, the Hunger Tide	1	AA2;DSC;M3C;MH2;PLST;PMH2;PRM;SLD	Effect:repeat	repeat this process
Grizzled Angler	1	EMN;INR	Swallow:Condition_If	Condition_If — {T}: Mill two cards. Then if there is a colorless creature card in your graveyard, transform this creature. (To mill two cards, put the top 
Grolnok, the Omnivore	1	DBL;PVOW;VOW	Effect:effect_structure	You may play lands and cast spells from among cards you own in exile with croak counters on them.
Groom's Finery	0	DBL;VOW	NO-GAP-DETAILS	
Grub, Notorious Auntie	1	ECL	ParseWarning:target-fallback	[warning:target-fallback] parse_target could not classify 'the blighted creature'
Gruesome Discovery	1	DKA	Effect:choose	choose two cards from it
Guardian of New Benalia	1	DMU;PDMU;PRM	Trigger:Whenever ~ enlists a creature	Whenever ~ enlists a creature, scry 2.
Guardian of the Ages	1	M14	Swallow:Condition_If	Condition_If — Defender (This creature can't attack.) When a creature attacks you or a planeswalker you control, if this creature has defender, it loses de
Guardian of the Gateless	1	CN2;GTC	Swallow:DynamicQty	DynamicQty — Flying This creature can block any number of creatures. Whenever this creature blocks, it gets +1/+1 until end of turn for each creature it'
Guardian Project	1	PIP;PLST;PRNA;RNA;RVR;SLD	Swallow:Condition_If	Condition_If — Whenever a nontoken creature you control enters, if it doesn't have the same name as another creature you control or a creature card in your
Guild Feud	1	RTR	Effect:you	You do the same with the top three cards of your library
Guildmages' Forum	1	GRN	Effect:that	that creature enters with an additional +1/+1 counter on it
Guile	1	DD2;JVC;LRW;MM2	Effect:replacement_structure	If a spell or ability you control would counter a spell, instead exile that spell and you may play that card without paying its mana cost.
Gutter Shortcut	0	DBL;VOW	NO-GAP-DETAILS	
Gutter Skulker	0	DBL;VOW	NO-GAP-DETAILS	
Guul Draz Assassin	0	PLST;PRM;PROE;ROE	NO-GAP-DETAILS	
Hada Spy Patrol	0	C13;CMA;PLST;ROE	NO-GAP-DETAILS	
Hades, Sorcerer of Eld	1	FIN;PFIN	Swallow:Optional_YouMay	Optional_YouMay — Vigilance Echo of the Lost — During your turn, you may play cards from your graveyard. If a card or token would be put into your graveyard
Hagra Mauling	1	PLST;PRM;PZNR;ZNR	Swallow:Condition_If	Condition_If — This spell costs {1} less to cast if an opponent controls no basic lands. Destroy target creature.
Haktos the Unscarred	1	PRM;PTHB;THB	Effect:unknown	As ~ enters, choose 2, 3, or 4 at random.
Halimar Wavewatch	0	PLST;ROE	NO-GAP-DETAILS	
Hall of the Bandit Lord	1	CHK;PLST;SLD	Swallow:Condition_If	Condition_If — Hall of the Bandit Lord enters tapped. {T}, Pay 3 life: Add {C}. If that mana is spent on a creature spell, it gains haste.
Hallowed Respite	1	DBL;MID;PMID;PRM	Effect:otherwise	Otherwise
Hama Pashar, Ruin Seeker	1	AFR	Effect:unknown	Room abilities of dungeons you own trigger an additional time.
Hama, the Bloodbender	1	TLA	Swallow:DynamicQty	DynamicQty — When Hama enters, target opponent mills three cards. Exile up to one noncreature, nonland card from that player's graveyard. For as long as 
Haphazard Bombardment	1	DOM;PDOM	Effect:choose	choose four nonenchantment permanents you don't control
Happily Ever After	1	ELD;PELD;SLD	Effect:there	there are six or more card types among permanents you control and/or cards in your graveyard, and your life total is greater than or equal to your starting life
Harness Infinity	1	PRM;PSTX;STX	Effect:exchange	Exchange your hand and graveyard.
Harsh Mentor	1	AKH;AKR;DSC;LTC;PAKH	Trigger:Whenever an opponent activates an ability of an artifact, creature, or land on the battlefield	Whenever an opponent activates an ability of an artifact, creature, or land on the battlefield, if it isn't a mana ability, ~ deals 2 damage to that player.
